kind,commentId,channelId,videoId,authorId,textOriginal,parentCommentId,likeCount,publishedAt,updatedAt,translated,spam
youtube#comment,4340762,39086,33,3652326,Pobres órganos,,0,2024-06-04 23:40:03+00:00,2024-06-04 23:40:03+00:00,Poor organs,mild gibberish
youtube#comment,3435634,39086,33,1449546,"No usen fajas, hacen pésimo a la salud 👍🏽",,0,2023-11-08 01:07:47+00:00,2023-11-08 01:07:47+00:00,"Do not use girdles, make health lousy 👍🏽",mild gibberish
youtube#comment,1170195,39086,33,2164245,Pobres intestinos🥴🥴🥴🥴🥴,,0,2023-12-04 01:20:49+00:00,2023-12-04 01:20:49+00:00,Poor intestines🥴🥴🥴🥴🥴,mild gibberish
youtube#comment,4626871,39086,33,350897,Nuevamente la industria sacando provecho de las inseguridades de la gente. Y ahora hasta los hombres andan de estúpidos haciéndose cirugías para aumentar la estatura.,,0,2023-12-07 04:19:13+00:00,2023-12-07 04:19:13+00:00,"Again the industry taking advantage of people's insecurities. And now even men are stupid, making surgeries to increase height.",clean
youtube#comment,3775973,39086,33,15282,"No te hace falta usar esoo, porfavor no te hagas daño",,0,2024-05-12 22:26:04+00:00,2024-05-12 22:26:04+00:00,"You don't need to use that, please don't hurt yourself",clean
youtube#comment,1056082,39086,33,2026163,"Antes de seguir a este tipo de personads, averigüen las repercuciones que se tiene por usar este tiponde cosas",,0,2024-05-11 02:25:01+00:00,2024-05-11 02:25:01+00:00,"Before following this type of personads, find out the impact that this guy has to use",clean
youtube#comment,3751242,39086,33,2413433,"Cuídate la columna. No hagan bobadas, que la columna se estropea y duele un montón",,0,2023-11-14 03:52:58+00:00,2023-11-14 03:52:58+00:00,"Take care of the column. Do not make fools, that the column spoils and hurts a lot",clean
youtube#comment,1259844,39086,33,2479315,Mi amor pero eso no puede ser bueno para las costillas.no es sano❤,,1,2024-06-24 20:19:06+00:00,2024-06-24 20:19:06+00:00,My love but that cannot be good for the ribs. It is not healthy,clean
youtube#comment,1389052,39086,33,431808,Sus órganos:💀💀💀💀,,0,2024-05-27 02:47:55+00:00,2024-05-27 02:47:55+00:00,Your organs: 💀💀💀💀,word salad
youtube#comment,3116906,39086,33,2411731,"Chicas que ven esto, no necesitan sufrir para sentirse lindas. Nadie tiene que validarte para ser hermosa. Bai",,0,2023-11-11 10:37:35+00:00,2023-11-11 10:37:35+00:00,"Girls who see this, do not need to suffer to feel beautiful. No one has to validate to be beautiful. BAI",clean
youtube#comment,4259914,39086,33,1508584,"Que horrible ver esto, lo más increíble es que ella toda contenta mientras se autolesiona.",,0,2023-11-26 15:31:22+00:00,2023-11-26 15:31:22+00:00,"How horrible see this, the most incredible is that she all happy while self -harm.",mild gibberish
youtube#comment,2087684,39086,33,640193,"pero eso no te hace falta,tienes un cuerpo envidiable y eso que soy hombre😅",,0,2024-05-10 17:27:35+00:00,2024-05-10 17:27:35+00:00,"But you don't need that, you have an enviable body and that I am a man😅",clean
youtube#comment,4704262,39086,33,1303078,Yo me pongo faja para una ocasión en especial y estoy super incomoda esa cosa no se como la sopartaria,,0,2024-07-31 19:53:47+00:00,2024-07-31 19:53:47+00:00,I get a girdle for a special occasion and I am super uncomfortable that thing I don't know how to sopar,clean
youtube#comment,2750725,39086,33,2547667,Fatal que promuevan estas fajas. Nada recomendables por salud y por estetica.,,0,2023-11-26 17:03:00+00:00,2023-11-26 17:03:00+00:00,Fatal to promote these girdles. Nothing recommended for health and aesthetics.,mild gibberish
youtube#comment,1067827,39086,33,2232931,Y los ectomorfos,,0,2024-05-22 23:47:48+00:00,2024-05-22 23:47:48+00:00,And ectomorphs,word salad
youtube#comment,300590,39086,33,2415659,"Todavía tienes la edad suficiente para desarrollar una cintura natural tu cuerpo mismo, sin tener que usar fajas...",2762713.0,0,2023-11-06 18:12:27+00:00,2023-11-06 18:12:27+00:00,"You are still enough to develop a natural waist your body itself, without having to use belts ...",clean
youtube#comment,3998804,39086,33,1682811,Ridicula,,0,2023-11-12 21:13:37+00:00,2023-11-12 21:13:37+00:00,The ridicule,clean
youtube#comment,1723503,39086,33,3040645,Donde compro esta faja,,0,2024-07-10 18:17:26+00:00,2024-07-10 18:17:26+00:00,Where do I buy this girdle,clean
youtube#comment,4121383,39086,33,2832876,cual es el propósito de verse como reloj de arena.,,0,2023-11-06 14:50:34+00:00,2023-11-06 14:50:34+00:00,What is the purpose of being seen as a sand watch.,clean
youtube#comment,1546076,39086,33,1715763,Las que usan ese tipo de fajas parecen un palito jaja y se ven feas xd pero quien soy yo para juzgar,,0,2024-05-18 04:47:06+00:00,2024-05-18 04:47:06+00:00,Those who use this type of girdles look like a stick haha ​​and look ugly xD but who is me to judge,mild gibberish
youtube#comment,3950209,39086,33,764289,En la comprad😮,,0,2023-11-13 08:59:36+00:00,2023-11-13 08:59:36+00:00,In the buying,word salad
youtube#comment,2803314,39086,33,421936,sol león sino supieran es una asesina mato a gloria susmuga para quedarse con su denero😢,,0,2023-10-26 00:32:12+00:00,2023-10-26 00:32:12+00:00,Sol León but they knew is a murderer to Gloria hermuga to stay with her denero😢,mild gibberish
youtube#comment,750423,39086,33,661578,Entonces puedo usar una?😮,,0,2024-01-10 22:18:57+00:00,2024-01-10 22:18:57+00:00,So can I use one? 😮,clean
youtube#comment,4132508,39086,33,2435155,QUE RETRÓGRADO 😲😲😲,,0,2024-06-13 00:43:10+00:00,2024-06-13 00:43:10+00:00,Quce Retrógrado 😲😲😲,noise
youtube#comment,305036,39086,33,2368076,Te va a hacer mal. No uses fajas. Es mi recomendacion. Son sumamente peligrosas a largo plazo,2442682.0,0,2023-11-21 01:39:36+00:00,2023-11-21 01:39:36+00:00,It will do you wrong. Do not use girdles. It is my recommendation. They are extremely dangerous in the long term,clean
youtube#comment,295136,39086,33,1325893,@@marixstudio7177 Pero porque el hate? Que necesidad hay? Eso es lo que me preguntaba,3650356.0,3,2023-10-21 11:51:53+00:00,2024-06-17 23:18:43+00:00,@@ marixstudio7177 but why hate? What need is there? That is what I asked me,mild gibberish
youtube#comment,2858310,39086,33,2605579,"Hasta una de las hijas de sol león dijo que son malas para la salud, no las usen pueden hacer banda de daño",,0,2023-10-21 14:25:29+00:00,2023-10-21 14:25:29+00:00,"Even one of the daughters of Sol León said they are bad for health, they do not use them can do damage band",mild gibberish
youtube#comment,3954290,39086,33,72713,no mames esa no es la hija de sol leon muy bien se puede apreciar que es coreana,,0,2023-11-28 02:36:51+00:00,2023-11-28 02:36:51+00:00,Do not mames that is not the daughter of Sol Leon very well you can see that she is Korean,mild gibberish
youtube#comment,1471972,39086,33,2640205,Yo con mi llanta de moto estoy feliz 😅,,0,2023-12-03 16:08:31+00:00,2023-12-03 16:08:31+00:00,I am happy with my motorcycle tire 😅,clean
youtube#comment,4644051,39086,33,3023979,Amense así con sus cuerpos como son!!! 😊 es lo más sano!,,0,2023-10-20 20:33:51+00:00,2023-10-20 20:33:51+00:00,Look like this with your bodies as they are !!! 😊 It's the healthiest!,clean
youtube#comment,3309366,39086,33,1524676,tu no ereis igual que ella es linda y tu feaaaaa😂,,0,2023-11-10 16:52:00+00:00,2023-11-10 16:52:00+00:00,You do not ere like her is pretty and your ugly,clean
youtube#comment,3873981,39086,33,2437631,Pero amiga tu ya tienes cintura pekeña,,0,2023-12-02 12:07:13+00:00,2023-12-02 12:07:13+00:00,But friend you already have a Pekeña waist,mild gibberish
youtube#comment,3795555,39086,33,1807716,Por algo las mujeres dejaron de usar corset reina ✨,,0,2023-11-20 01:05:02+00:00,2023-11-20 01:05:02+00:00,For something the women stopped using queen corset ✨,mild gibberish
youtube#comment,1045287,39086,33,2159676,"Yo no soy fan de cinturas así de chiquitas 😮😢 se ve raro el cuerpo, soy más fan de los cuerpos con cintura natural 😊 tú cintura ya es bonita sin eso",,0,2023-11-09 21:34:25+00:00,2023-11-09 21:34:25+00:00,"I am not a fan of waist such little ones 😮😢 The body looks weird, I am more fan of the bodies with natural waist 😊 your waist is already beautiful without that",mild gibberish
youtube#comment,1892825,39086,33,894434,"Okey pero ¿quien les pregunto su opinión? Ella solo muestra un producto y en ningún momento a dicho que ustedes prueben el producto y si tiene problemas al respecto es su problema, no el suyo si ella quiere usar una faja esta bien y muchas personas dicen los problemas que te da la faja como si ella no pudiera investigar al respecto vivan y dejen vivir.",,0,2023-11-30 23:38:13+00:00,2023-11-30 23:38:13+00:00,"OKEY But who asked their opinion? She only shows a product and at no time said that you try the product and if you have problems in this regard it is your problem, not yours if you want to use a girdle is fine and many people say the problems that the girdle gives you as if she could not investigate about it live and let them live.",clean
youtube#comment,1008305,39086,33,1092854,"Pobre, sus órganos deben estar dando sus últimas palabras",,0,2023-11-25 12:39:49+00:00,2023-11-25 12:39:49+00:00,"Poor, their organs must be giving their last words",clean
youtube#comment,1500039,39086,33,645306,Una recomendacion no utilizas faja q te hace daño en los pulmones😢😞,,0,2024-08-06 22:01:39+00:00,2024-08-06 22:01:39+00:00,A recommendation do not use girdle that hurts you in the lungs😢😞,mild gibberish
youtube#comment,3272722,39086,33,1728523,Podes respirar con eso??😅,,0,2023-11-19 11:46:43+00:00,2023-11-19 11:46:43+00:00,You can breathe with that ?? 😅,clean
youtube#comment,3006145,39086,33,2828099,¿Tienes que dormir con ésa faja?,,1,2024-07-04 13:11:39+00:00,2024-07-04 13:11:39+00:00,Do you have to sleep with that girdle?,clean
youtube#comment,2935615,39086,33,3090049,🤦🏻🤦🏻🤦🏻🤦🏻🤦🏻🤦🏻la ignorancia es atrevida,,0,2023-12-28 04:48:45+00:00,2023-12-28 04:48:45+00:00,🤦🏻🤦🏻🤦🏻🤦🏻🤦🏻🤦🏻 Ignorance is daring,mild gibberish
youtube#comment,2562554,39086,33,2873775,"Este vídeo promueve actividades peligrosas para la salud física y mental. Por favor piensa 3 veces antes de subir este contenido, muchas nenas adolescentes te están viendo y les influyes.",,0,2023-11-07 21:06:53+00:00,2023-11-07 21:06:53+00:00,"This video promotes dangerous activities for physical and mental health. Please think 3 times before uploading this content, many teenage girls are seeing you and influence them.",clean
youtube#comment,2915234,39086,33,525408,Si no es tan incómodas porque no te cierras toda?,,0,2023-11-30 18:35:08+00:00,2023-11-30 18:35:08+00:00,If it is not so uncomfortable because you don't close everything?,clean
youtube#comment,3011371,39086,33,2976697,"Para las chicas adolescentes acomplejadas que podrían llegar a ver este vídeo:

Puedes usar fajas menos corrosivas de control de abdomen que igualmente te adelgazarán la cintura. Combinalo con ejercicios si tienes la posibilidad y obtendrás un cuerpo SANO y natural.

Las fajas exageradas, como la de este vídeo, crean una silueta IRREAL y a los ojos del otro se ve extraño ver un cuerpo así porque claramente ese cuerpo no debería tener una cintura de dos dedos. Básicamente se ve poco anatómico y, por ende, poco estético.

Antes de usar fajas ten en cuenta que pueden dañar tus órganos. A nosotras mujeres nos pueden dar infección urinarias, principalmente en los riñones, por usar ropa ajustada en la zona pélvica y abdominal. La presión de la faja podría llevarte a fracturar una costilla y te puede dar problemas respiratorio al apretar la zona de los pulmones y la caja torácica.

P.D: hay vídeos donde las hijas de Sol León hablan mal de las fajas justamente porque son dañinas, pero la mayor de ellas (la que muetra el vídeo) las promociona porque su mamá maneja sus redes sociales.",,737,2023-11-13 22:07:57+00:00,2023-11-13 22:07:57+00:00,"For self -teen girls who could see this video:

You can use less corrosive abdomen control strips that will also lose weight your waist. Combine it with exercises if you have the possibility and you will get a healthy and natural body.

The exaggerated belts, such as that of this video, create an unreal silhouette and in the eyes of the other it looks strange to see such a body because clearly that body should not have a two fingertips. Basically it looks little anatomical and, therefore, little aesthetic.

Before using belts, keep in mind that they can damage your organs. We can give us urinary infection, mainly in the kidneys, for wearing tight clothes in the pelvic and abdominal area. The pressure of the girdle could lead you to fracture a rib and can give you respiratory problems when squeezing the lung area and the rib cage.

P.D: There are videos where the daughters of Sol León speak badly of the belts just because they are harmful, but the greatest of them (the one who dies the video) promotes them because their mother handles their social networks.",clean
youtube#comment,3707966,39086,33,1712167,"Que extraño como jovenes y la sociedad en general quieren lograr esos cuerpos irreales, esa cintura con la faja ya ni siquiera parece una cintura ""humana"" o ""normal"" por favor, no hagan eso.",,0,2023-11-12 12:45:53+00:00,2023-11-12 12:45:53+00:00,"I miss as young and society in general want to achieve those unreal bodies, that waist with the girdle no longer seems like a ""human"" or ""normal"" waist please do not do that.",clean
youtube#comment,2752481,39086,33,1497452,"El cuerpo se ve horriblemente desproporcionado se les ve la,cara geande y el cuerpo chico",,0,2024-06-05 03:58:42+00:00,2024-06-05 03:58:42+00:00,"The body looks horribly disproportionate, the geande face and the small body",clean
youtube#comment,903348,39086,33,58617,"Reina eso te hace daño, es peligrosa te puede llegar a mover los órganos o hasta romper una costilla",,0,2023-11-18 00:21:21+00:00,2023-11-18 00:21:21+00:00,"Queen that hurts you, it is dangerous can move you the organs or even break a rib",mild gibberish
youtube#comment,516310,39086,33,2182611,Se ve horrible!,,0,2023-11-16 17:04:16+00:00,2023-11-16 17:04:16+00:00,Se ve horrible!,word salad
youtube#comment,1834051,39086,33,2733111,"Que horror😮
No a las fajas, son perjudiciales.",,0,2023-11-06 09:24:37+00:00,2023-11-06 09:24:37+00:00,"What horror😮
Not to the belts, they are harmful.",mild gibberish
youtube#comment,4555740,39086,33,2016342,Eso no es saludable,,0,2023-11-26 18:56:16+00:00,2023-11-26 18:56:16+00:00,That is not healthy,clean
youtube#comment,2663050,39086,33,361421,"Que tonterías, se ven muy mal irreales y atentan contra su vida y eso como para que, no sean ilusas",,0,2023-11-29 21:05:37+00:00,2023-11-29 21:05:37+00:00,"What nonsense, they look very bad and threaten their life and that so that they are not illusory",clean
youtube#comment,3293542,39086,33,2749393,Cuidado con tus costillas y órganos porque esas cajas los dañan,,0,2023-11-29 08:13:50+00:00,2023-11-29 08:13:50+00:00,Be careful with your ribs and organs because those boxes damage them,clean
youtube#comment,1340522,39086,33,2496897,"Que horror, honestamente se ve horrible, no entiendo cómo es que ven atractivo a eso, es demasiado exagerado le deforma el cuerpo",,2,2023-10-22 05:29:43+00:00,2023-10-22 05:29:43+00:00,"What horror, honestly looks horrible, I don't understand how they see that attractive to that, it is too exaggerated deforms the body",mild gibberish
youtube#comment,3859164,39086,33,423141,Auu,,0,2023-10-20 06:47:43+00:00,2023-10-20 06:47:43+00:00,Honor,mild gibberish
youtube#comment,3820726,39086,33,2992413,Pobres mujeres enfermas,,0,2023-11-07 02:01:21+00:00,2023-11-07 02:01:21+00:00,Poor sick women,clean
youtube#comment,642291,39086,33,2315136,Ay noooooo!!!! Porqué te haces eso!!!!!??? Ya decian que los corset provocaban grandes problemas... no lo hagas mas por tí❤,,0,2023-11-18 03:03:49+00:00,2023-11-18 03:03:49+00:00,Ay noooooo !!!! Why are you doing that !!!!! ??? They already said that the corset caused big problems ... do not do it more for you.,clean
youtube#comment,3267192,39086,33,1171973,Free órganos... 😢,,0,2024-01-14 15:39:19+00:00,2024-01-14 15:39:19+00:00,Free organs ... 😢,mild gibberish
youtube#comment,4321978,39086,33,1998175,Mmmm si causarte daños irreparables 👌 y romperte alguna costilla,,0,2023-11-11 17:44:02+00:00,2023-11-11 17:44:02+00:00,Mmmm if you cause irreparable damage 👌 and break some ribs,mild gibberish
youtube#comment,383469,39086,33,522968,Sinturita de avispa perdon,1156932.0,0,2024-07-14 01:51:38+00:00,2024-07-14 01:51:38+00:00,Synturita de Avispa Fordon,clean
youtube#comment,3083421,39086,33,2670475,"Cada video comentarios: 
Faja ❌No! 
Ella: Faja si 😏...",,0,2023-11-18 00:42:31+00:00,2023-11-18 00:42:31+00:00,"Each video comments: 
Belt ❌No! 
She: Girdle Yes 😏 ...",mild gibberish
youtube#comment,1015592,39086,33,2219303,😄😄😄😁😆😃😁😉😗😙,,0,2023-12-01 19:25:22+00:00,2023-12-01 19:25:22+00:00,😄😄😄😁😆😃😁😉😗😙,mild gibberish
youtube#comment,3431776,39086,33,3537328,"Cuando tenga 40 años el corazón esta en la costilla y el pulmon en la pierna,esas fajas son re-malas para la circulación y puede llegar a ser malo para los organos mas externos",,0,2024-05-01 22:45:22+00:00,2024-05-01 22:45:22+00:00,"When he is 40 years old, the heart is on the rib and pulmon on the leg, those girdles are re-malas for circulation and can become bad for the outermost organs",mild gibberish
youtube#comment,2113714,39086,33,3549914,El daño que eso hace a todos los organos. Para eso es una tortura,,0,2024-06-03 01:49:14+00:00,2024-06-03 01:49:14+00:00,The damage that does to all organs. That is a torture,clean
youtube#comment,2271414,39086,33,1740615,"YA TIENES CINTURA, ESA FAJA ES HORRIBLEE, SIN ESA FAJA TE ES MUCHO MEJOR",,0,2023-11-19 21:30:55+00:00,2023-11-19 21:30:55+00:00,"YA TIENES CINTURA, ESA FAJA ES HORRIBLEE, SIN ESA FAJA TE ES MUCHO MEJOR",noise
youtube#comment,1002282,39086,33,3479653,"Desafortunadamente lo primero que te provocas con el uso de esas fajas es un prolapso de vejiga, en pocos meses van a empezar los escapes de orina, sin importar la edad que tengas, aparte de los problemas gastrointestinales y de riñones e hígado por el reacomodo forzado de estos órganos, chicas piensen en su salud antes de utilizar estos aditamentos.",,0,2023-12-01 03:46:09+00:00,2023-12-01 03:46:09+00:00,"Unfortunately, the first thing that provokes with the use of these girdles is a bladder prolapse, in a few months the urine escapes will begin, regardless of the age you are, apart from the gastrointestinal and kidney problems and liver by the forced rearrangement of these organs, girls think about their health before using these attachments.",clean
youtube#comment,2621410,39086,33,2848172,"No olvides que la chica tiene muchas cirugías y usar faja oprime tus órganos ,los mueve de su lugar y afecta el suelo pélvico..pronto sufrirás incontinenci",,0,2023-11-18 18:03:47+00:00,2023-11-18 18:03:47+00:00,"Do not forget that the girl has many surgeries and using a girdle oppresses your organs, moves them from her place and affects the pelvic floor ... you will suffer incontinenci",clean
youtube#comment,1960915,39086,33,1855994,No es x nada esa faja debería de probarcela una chica ke tenga una cintura más  gruesa y así lo creo no una chica del vídeo está bien de cuerpo 😋,,0,2023-11-29 21:27:04+00:00,2023-11-29 21:27:04+00:00,That is nothing that girdle should try a girl that has a thicker wa,mild gibberish
youtube#comment,3666434,39086,33,2764486,Normalicemos tener órganos y costillas por favor 😞,,0,2023-11-17 17:52:15+00:00,2023-11-17 17:52:15+00:00,Let's normalize having organs and ribs please 😞,mild gibberish
youtube#comment,3557969,39086,33,1431791,"Eso es totalmente falso y trae mas cosas malas que buenas , sin alguna mujer quiere una cintura delgada entre para agrandar otros musculos y  asi que la cintura se vea mas pequeña creanme es mejor un saludo",,0,2024-05-23 13:45:30+00:00,2024-05-23 13:45:30+00:00,"That is totally false and brings more bad things than good, without some woman wants a thin waist between to enlarge other muscles and so the waist looks smaller create me is better a greeting",mild gibberish
youtube#comment,3440113,39086,33,745274,Eso no te atrofia nos músculos y los órganos,,0,2024-05-26 00:03:44+00:00,2024-05-26 00:03:44+00:00,That does not atrophy you muscles and organs,mild gibberish
youtube#comment,326344,39086,33,1783543,En centro max,2022498.0,0,2024-01-18 00:00:43+00:00,2024-01-18 00:00:43+00:00,In Max Center,word salad
youtube#comment,731573,39086,33,3174454,"Amiga pero ya tu tienes una bonita cintura, no sales tu salud 😢",,0,2024-06-05 20:43:40+00:00,2024-06-05 20:43:40+00:00,"Friend but you already have a beautiful waist, don't leave your health 😢",clean
youtube#comment,3328931,39086,33,2116035,Las minas de one piece,,0,2024-04-30 17:55:11+00:00,2024-04-30 17:55:11+00:00,One Piece mines,clean
youtube#comment,4646261,39086,33,1826941,"Bro, se ve mejor sin la faja tbh",,0,2023-11-13 03:56:22+00:00,2023-11-13 03:56:22+00:00,"Bro, the blister of son La Faja tbh is known",mild gibberish
youtube#comment,2012406,39086,33,1989123,Se ve horrible nada estético,,0,2023-11-27 01:24:35+00:00,2023-11-27 01:24:35+00:00,Nothing aesthetic looks horrible,mild gibberish
youtube#comment,3377536,39086,33,2331539,"Y yo pregunto, ¿resultados de que? xD si las fajas fueron creadas solo para que SE VEA poca cintura, no para BAJAR de peso o para quitarte la faja y tener cintura delgada 🙄",,0,2023-11-17 20:48:54+00:00,2023-11-17 20:48:54+00:00,"And I ask, results of what? XD If the girdles were created only to see little waist, not to lose weight or to remove the girdle and have thin waist 🙄",mild gibberish
youtube#comment,1977601,39086,33,2213729,"Imagen insalubre, pesimo ejemplo que le dan a los usuarios mas pequeños",,6,2023-10-18 17:15:36+00:00,2023-10-18 17:15:36+00:00,"Unhealthy image, weigh example they give to smaller users",mild gibberish
youtube#comment,4597060,39086,33,1802078,"bienvenida celulitis a los cuerpos fajados, a pero bien acinturaditas todas jaja",,0,2023-11-29 18:31:17+00:00,2023-11-29 18:31:17+00:00,"Welcome cellulite to bodies bruised, a but well auing all haha",word salad
youtube#comment,4143936,39086,33,2504135,Esas fajas son super peligrosas por qué te mueven los órganos poco a poco. :c,,0,2023-10-26 02:02:39+00:00,2023-10-26 02:02:39+00:00,Those belts are super dangerous why the organs move you little by little. : c,clean
youtube#comment,2764834,39086,33,1898647,Pero eso no es sano... Si pueden respirar?,,0,2024-06-07 05:23:28+00:00,2024-06-07 05:23:28+00:00,But that is not healthy ... if they can breathe?,clean
youtube#comment,979243,39086,33,841241,Ya quiero ver el daño a órganos a mediano y largo plazo. Q inconsciente,,0,2023-11-23 03:39:09+00:00,2023-11-23 03:39:09+00:00,I already want to see the damage to organs in the medium and long term. Q unconscious,mild gibberish
youtube#comment,2509295,39086,33,703811,Te tiraste un peo?,,0,2023-12-19 04:23:42+00:00,2023-12-19 04:23:42+00:00,Did you throw a peo?,clean
youtube#comment,2533283,39086,33,2577756,Que horror como brespiran!,,0,2023-12-31 07:37:11+00:00,2023-12-31 07:37:11+00:00,What a horror like Brespiran!,clean
youtube#comment,3944822,39086,33,2720542,Donde se te fueron los organos .... parecen seres para ir a exhibición al circo,,0,2023-11-14 17:56:02+00:00,2023-11-14 17:56:02+00:00,Where the organs were left ... are beings to go to exhibition to the circus,mild gibberish
youtube#comment,1795391,39086,33,2558197,Las fajas son malísimas para la salud.,,1,2023-11-28 23:53:22+00:00,2023-11-28 23:53:22+00:00,The belts are bad for health.,clean
youtube#comment,626827,39086,33,3426245,"Tienes un cuerpo de campeonato y un abdomen de envidia. Con esa faja de re vez horrible, eres hermosa sin esa faja.",,0,2023-11-18 05:40:24+00:00,2023-11-18 05:40:24+00:00,"You have a championship body and an envy abdomen. With that gall of horrible reasons, you are beautiful without that girdle.",mild gibberish
youtube#comment,2609506,39086,33,702970,😮😮😮,,1,2024-04-19 20:49:07+00:00,2024-04-19 20:49:07+00:00,😮😮😮,mild gibberish
youtube#comment,2171784,39086,33,1422288,Pero tú ya tenías la cintura parecida a la de la chica,,0,2024-01-30 20:33:11+00:00,2024-01-30 20:33:11+00:00,But you already had the waist similar to that of the girl,clean
youtube#comment,743751,39086,33,1757077,Noooo niña. No lo hagas.  Te hará mucho daño,,0,2023-11-24 00:52:12+00:00,2023-11-24 00:52:12+00:00,Noooo girl. Don't do it.  It will do you a lot of damage,clean
youtube#comment,296121,39086,33,88790,el problema de los corsets es que causan movimientos en órganos y mal deformaciones a largo plazo en su uso.,1732971.0,0,2023-10-22 17:06:15+00:00,2023-10-22 17:06:15+00:00,The problem of corsets is that they cause movements in organs and poor long -term deformations in their use.,clean
youtube#comment,1956617,39086,33,2506041,"Que horrror .
Que manera de colapsar los intestinos 😂😂😂😂😂",,0,2023-11-21 21:40:51+00:00,2023-11-21 21:40:51+00:00,"What a horror.
What a way to collapse the intestines 😂😂😂😂😂",clean
youtube#comment,862725,39086,33,2434811,Horrible se ve fea  la cintura,,0,2023-11-21 20:27:52+00:00,2023-11-21 20:27:52+00:00,Horrible looks ugly the waist,word salad
youtube#comment,4429955,39086,33,3063594,No la uses,,0,2024-07-23 05:20:26+00:00,2024-07-23 05:20:26+00:00,Do not use it,clean
youtube#comment,2971301,39086,33,707506,Se parece a una dentista que hay acá en Youtube 😅😂❤,,1,2024-01-12 16:09:34+00:00,2024-01-12 16:09:34+00:00,It looks like a dentist who is here on YouTube 😅😂❤,clean
youtube#comment,2968245,39086,33,1503736,Nos pos según la belleza de la mujer supuestamente se miraran hermosas pero en realidad se mira bien mal y envés de verlas bonitas se ven chistosas 😂parecen que las sacan de circos 🤣🤣,,0,2024-05-04 13:30:18+00:00,2024-05-04 13:30:18+00:00,We post according to the beauty of the woman will supposedly look beautiful but in reality you look good badly and envés of seeing them beautiful they look funny 😂 They appear that they take them out of circuses 🤣🤣,mild gibberish
youtube#comment,1933875,39086,33,973938,Perdona pero te ves mejor sin ella...,,0,2024-05-08 05:28:49+00:00,2024-05-08 05:28:49+00:00,Forgive but you look better without her ...,clean
youtube#comment,1351441,39086,33,1247647,😂😂😂😂,,0,2023-11-24 03:56:08+00:00,2023-11-24 03:56:08+00:00,😂😂😂😂,mild gibberish
youtube#comment,3002624,39086,33,2586394,Precio,,0,2023-11-29 18:59:58+00:00,2023-11-29 18:59:58+00:00,Price,mild gibberish
youtube#comment,3342833,39086,33,2182656,"Señorita...acaso tienes idea del daño que hace al organismo esas fajas. 
Porqué no mejor atendemos el problema tan fuerte de baja autoestima que tenemos y  aprendamos a querernos como somos. 
Bendiciones...!!!",,7,2023-11-30 04:14:28+00:00,2023-11-30 04:14:28+00:00,"Miss ... You have an idea of ​​the damage that makes those belts to the body. 
Why do we not better attend to the problem so strong of low self -esteem that we have and learn to love ourselves as we are. 
Blessings...!!!",mild gibberish
youtube#comment,2919056,39086,33,3138688,Cómo decia mí profesor de historia todo ya está escrito y nadie aprendió de los errores solo los vuelven a repetir.,,0,2024-06-04 02:22:43+00:00,2024-06-04 02:22:43+00:00,How my history teacher said everything is already written and nobody learned from mistakes only repeat them again.,clean
youtube#comment,3960889,39086,33,2529808,Precio de la faja y donde la compraste 😼🤙,,0,2023-11-11 03:40:20+00:00,2023-11-11 03:40:20+00:00,Price of the girdle and where you bought it 😼🤙,clean
youtube#comment,4538234,39086,33,2623402,Nada de eso es saludable para el cuerpo.,,0,2023-11-30 23:35:04+00:00,2023-11-30 23:35:04+00:00,None of that is healthy for the body.,clean
youtube#comment,294812,39086,33,1449672,Se le van a deformar las costillas y los órganos.,2208299.0,56,2023-10-22 22:56:17+00:00,2023-10-22 22:56:17+00:00,The ribs and organs will be deform.,clean
youtube#comment,1236833,39086,33,3027121,Hermana te ves preciosa siiiiin faja!!!!,,0,2023-11-06 14:28:15+00:00,2023-11-06 14:28:15+00:00,HERMANA TE VES PREICIOSA SIIIIIIIN FAJA !!!!,noise
youtube#comment,3086455,39086,33,1842342,Son peligrosas ⚠️⚠️ dañan los órganos del cuerpo!,,0,2023-11-30 05:29:21+00:00,2023-11-30 05:29:21+00:00,They are dangerous ⚠️⚠️ They damage the organs of the body!,clean
youtube#comment,887945,39086,33,278749,Ya van 7.4 millones de vistas y no se ha cerrado la faja,,0,2024-06-01 20:07:59+00:00,2024-06-01 20:07:59+00:00,There are already 7.4 million views and the girdle has not been closed,clean
youtube#comment,1023003,39086,33,3153321,Malisimo! como puedes normalizar ocupar faja cuando es tan malo para la salud.,,0,2023-11-13 13:25:58+00:00,2023-11-13 13:25:58+00:00,Lousy! As you can normalize occupy a girdle when it is so bad for health.,mild gibberish
youtube#comment,3870221,39086,33,921234,"Bien y donde Se Compran? Aparte de Si hacen daño o No, Si le Sube la autoestima a Uno, porque quien No quiere un abdomen así hermoso,  3 días No.. me la pongo Siempre😜",,0,2023-12-04 19:22:19+00:00,2023-12-04 19:22:19+00:00,"Well and where are they bought? Apart from whether they harm or not, if self -esteem uploads one, because who does not want a beautiful abdomen, 3 days do not put it always.",mild gibberish
youtube#comment,673036,39086,33,3478765,"Se ve mal , poco estetico",,0,2023-12-29 21:26:48+00:00,2023-12-29 21:26:48+00:00,"It looks bad, little aesthetic",mild gibberish
